l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,ts_code,name,in_date,out_date,is_new
801780.SI,银行,801783.SI,股份制银行Ⅱ,857831.SI,股份制银行Ⅲ,000001.SZ,平安银行,19910403,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000002.SZ,万科A,19910129,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000003.SZ,PT金田A(退市),19910415,,Y
801750.SI,计算机,801104.SI,软件开发,851042.SI,横向通用软件,000004.SZ,国华网安,20210730,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000006.SZ,深振业A,20150930,,Y
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,000007.SZ,全新好,20190724,,Y
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,000008.SZ,神州高铁,20150701,,Y
801730.SI,电力设备,801737.SI,电池,857372.SI,电池化学品,000009.SZ,中国宝安,20210730,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857251.SI,园林工程,000010.SZ,美丽生态,20210730,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000011.SZ,深物业A,19920330,,Y
801710.SI,建筑材料,801712.SI,玻璃玻纤,857121.SI,玻璃制造,000012.SZ,南玻A,19920228,,Y
801030.SI,基础化工,801036.SI,塑料,850351.SI,其他塑料制品,000013.SZ,*ST石化A(退市),20030512,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000014.SZ,沙河股份,19911219,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000015.SZ,PT中浩A(退市),19920625,,Y
801110.SI,家用电器,801112.SI,黑色家电,851121.SI,彩电,000016.SZ,深康佳A,19920327,,Y
801130.SI,纺织服饰,801133.SI,饰品,851331.SI,钟表珠宝,000017.SZ,深中华A,20220729,,Y
801720.SI,建筑装饰,801724.SI,专业工程,857243.SI,国际工程,000018.SZ,神城A退(退市),20180713,,Y
801010.SI,农林牧渔,801012.SI,农产品加工,850152.SI,粮油加工,000019.SZ,深粮控股,20210730,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000020.SZ,深华发A,19920428,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,000021.SZ,深科技,19940202,,Y
801710.SI,建筑材料,801711.SI,水泥,857112.SI,水泥制品,000023.SZ,*ST深天,20210730,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000024.SZ,招商地产(退市),20020508,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000025.SZ,特力A,20230704,,Y
801130.SI,纺织服饰,801133.SI,饰品,851331.SI,钟表珠宝,000026.SZ,飞亚达,19930603,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000027.SZ,深圳能源,19930903,,Y
801150.SI,医药生物,801154.SI,医药商业,851542.SI,医药流通,000028.SZ,国药一致,19930505,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000029.SZ,深深房A,19930915,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000030.SZ,富奥股份,20130701,,Y
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,000031.SZ,大悦城,20210730,,Y
801720.SI,建筑装饰,801724.SI,专业工程,857244.SI,其他专业工程,000032.SZ,深桑达A,20220729,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,000034.SZ,神州数码,20210730,,Y
801970.SI,环保,801971.SI,环境治理,859713.SI,固废治理,000035.SZ,中国天楹,19940408,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000036.SZ,华联控股,19940617,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000037.SZ,深南电A,20220729,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000038.SZ,大通退(退市),20180619,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,000039.SZ,中集集团,20210730,,Y
801160.SI,公用事业,801161.SI,电力,851616.SI,光伏发电,000040.SZ,ST旭蓝,20171116,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000042.SZ,中洲控股,19940921,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000045.SZ,深纺织A,20140102,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000046.SZ,*ST泛海(退市),20201201,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000047.SZ,ST中侨(退市),19941021,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000048.SZ,京基智农,19941101,,Y
801730.SI,电力设备,801737.SI,电池,857371.SI,锂电池,000049.SZ,德赛电池,20121231,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000050.SZ,深天马A,19950315,,Y
801710.SI,建筑材料,801713.SI,装修建材,850614.SI,其他建材,000055.SZ,方大集团,20210730,,Y
801180.SI,房地产,801183.SI,房地产服务,851831.SI,物业管理,000056.SZ,皇庭国际,20210730,,Y
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,000058.SZ,深赛格,20111010,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859631.SI,炼油化工,000059.SZ,华锦股份,20091231,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,000060.SZ,中金岭南,19970123,,Y
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,000061.SZ,农产品,20131231,,Y
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,000062.SZ,深圳华强,20111010,,Y
801770.SI,通信,801102.SI,通信设备,851024.SI,通信网络设备及器件,000063.SZ,中兴通讯,19971118,,Y
801720.SI,建筑装饰,801724.SI,专业工程,857243.SI,国际工程,000065.SZ,北方国际,19980605,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,000066.SZ,中国长城,19970626,,Y
801970.SI,环保,801971.SI,环境治理,859714.SI,综合环境治理,000068.SZ,华控赛格,20170629,,Y
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,000069.SZ,华侨城A,20210730,,Y
801770.SI,通信,801102.SI,通信设备,851025.SI,通信线缆及配套,000070.SZ,ST特信,20111010,,Y
801150.SI,医药生物,801154.SI,医药商业,851542.SI,医药流通,000078.SZ,海王生物,19981218,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,000088.SZ,盐田港,20211112,,Y
801170.SI,交通运输,801991.SI,航空机场,851751.SI,机场,000089.SZ,深圳机场,20210729,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000090.SZ,天健集团,19990721,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859632.SI,油品石化贸易,000096.SZ,广聚能源,20000724,,Y
801170.SI,交通运输,801991.SI,航空机场,851741.SI,航空运输,000099.SZ,中信海直,20210730,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000100.SZ,TCL科技,20190422,,Y
801150.SI,医药生物,801156.SI,医疗服务,851564.SI,医院,000150.SZ,*ST宜康(退市),20150701,,Y
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,000151.SZ,中成股份,20101008,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000153.SZ,丰原药业,20000918,,Y
801160.SI,公用事业,801161.SI,电力,851617.SI,风力发电,000155.SZ,川能动力,20190724,,Y
801760.SI,传媒,801995.SI,电视广播Ⅱ,859951.SI,电视广播Ⅲ,000156.SZ,华数传媒,20111010,,Y
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,000157.SZ,中联重科,20001012,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,000158.SZ,常山北明,20210730,,Y
801720.SI,建筑装饰,801724.SI,专业工程,857241.SI,钢结构,000159.SZ,国际实业,20220729,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,000166.SZ,申万宏源,20150119,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859631.SI,炼油化工,000301.SZ,东方盛虹,20210730,,Y
801110.SI,家用电器,801111.SI,白色家电,851112.SI,空调,000333.SZ,美的集团,20130118,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000338.SZ,潍柴动力,20070430,,Y
801730.SI,电力设备,801738.SI,电网设备,857321.SI,电网自动化设备,000400.SZ,许继电气,20210730,,Y
801710.SI,建筑材料,801711.SI,水泥,857111.SI,水泥制造,000401.SZ,冀东水泥,19960614,,Y
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,000402.SZ,金融街,20210730,,Y
801150.SI,医药生物,801152.SI,生物制品,851522.SI,血液制品,000403.SZ,派林生物,19960628,,Y
801110.SI,家用电器,801116.SI,家电零部件Ⅱ,851161.SI,家电零部件Ⅲ,000404.SZ,长虹华意,19960619,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,000405.SZ,ST鑫光(退市),19960620,,Y
801760.SI,传媒,801767.SI,数字媒体,857671.SI,视频媒体,000406.SZ,石油大明(退市),19960628,,Y
801160.SI,公用事业,801163.SI,燃气Ⅱ,851631.SI,燃气Ⅲ,000407.SZ,胜利股份,20171215,,Y
801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,000408.SZ,藏格矿业,20230704,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,000409.SZ,云鼎科技,20220729,,Y
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,000410.SZ,沈阳机床,19960718,,Y
801150.SI,医药生物,801154.SI,医药商业,851542.SI,医药流通,000411.SZ,英特集团,20110110,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000412.SZ,ST五环(退市),19960715,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000413.SZ,ST旭电,19960925,,Y
801790.SI,非银金融,801191.SI,多元金融,851925.SI,租赁,000415.SZ,渤海租赁,19960624,,Y
801790.SI,非银金融,801191.SI,多元金融,851922.SI,金融控股,000416.SZ,*ST民控(退市),20180420,,Y
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,000417.SZ,合肥百货,20230704,,Y
801110.SI,家用电器,801111.SI,白色家电,851116.SI,冰洗,000418.SZ,小天鹅A(退市),19970328,,Y
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,000419.SZ,通程控股,19960816,,Y
801030.SI,基础化工,801032.SI,化学纤维,850343.SI,粘胶,000420.SZ,吉林化纤,19960802,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000421.SZ,南京公用,20230704,,Y
801030.SI,基础化工,801038.SI,农化制品,850331.SI,氮肥,000422.SZ,湖北宜化,20220729,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,000423.SZ,东阿阿胶,19960729,,Y
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,000425.SZ,徐工机械,19960828,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,000426.SZ,兴业银锡,20120702,,Y
801210.SI,社会服务,801219.SI,酒店餐饮,852121.SI,酒店,000428.SZ,华天酒店,20210730,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000429.SZ,粤高速A,20210730,,Y
801210.SI,社会服务,801993.SI,旅游及景区,852112.SI,自然景区,000430.SZ,张家界,20210730,,Y
801140.SI,轻工制造,801143.SI,造纸,851412.SI,大宗用纸,000488.SZ,晨鸣纸业,20001120,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857236.SI,基建市政工程,000498.SZ,山东路桥,20130701,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,000501.SZ,武商集团,20170629,,Y
801180.SI,房地产,801183.SI,房地产服务,851831.SI,物业管理,000502.SZ,绿景退(退市),20210730,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,000503.SZ,国新健康,19921130,,Y
801150.SI,医药生物,801156.SI,医疗服务,851565.SI,其他医疗服务,000504.SZ,南华生物,19921208,,Y
801010.SI,农林牧渔,801012.SI,农产品加工,850152.SI,粮油加工,000505.SZ,京粮控股,20180713,,Y
801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,000506.SZ,*ST中润,20220729,,Y
801160.SI,公用事业,801161.SI,电力,851617.SI,风力发电,000507.SZ,珠海港,20230704,,Y
801010.SI,农林牧渔,801019.SI,农业综合Ⅱ,850191.SI,农业综合Ⅲ,000508.SZ,琼民源A(退市),19930430,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000509.SZ,华塑控股,20220729,,Y
801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,000510.SZ,新金路,19930507,,Y
801030.SI,基础化工,801039.SI,非金属材料Ⅱ,850523.SI,非金属材料Ⅲ,000511.SZ,烯碳退(退市),20140102,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000513.SZ,丽珠集团,19931028,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000514.SZ,渝开发,19930712,,Y
801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,000515.SZ,攀渝钛业(退市),19930712,,Y
801150.SI,医药生物,801156.SI,医疗服务,851564.SI,医院,000516.SZ,国际医学,20190513,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000517.SZ,荣安地产,20080602,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,000518.SZ,四环生物,19930908,,Y
801740.SI,国防军工,801743.SI,地面兵装Ⅱ,857431.SI,地面兵装Ⅲ,000519.SZ,中兵红箭,20170629,,Y
801170.SI,交通运输,801992.SI,航运港口,851761.SI,航运,000520.SZ,凤凰航运,20210730,,Y
801110.SI,家用电器,801111.SI,白色家电,851116.SI,冰洗,000521.SZ,长虹美菱,19931018,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000522.SZ,白云山A(退市),19931108,,Y
801980.SI,美容护理,801981.SI,个护用品,859812.SI,洗护用品,000523.SZ,红棉股份,19931108,,Y
801210.SI,社会服务,801993.SI,旅游及景区,852131.SI,旅游综合,000524.SZ,岭南控股,20210730,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,000525.SZ,ST红太阳,20210730,,Y
801210.SI,社会服务,801994.SI,教育,859852.SI,培训教育,000526.SZ,学大教育,20170629,,Y
801110.SI,家用电器,801111.SI,白色家电,851112.SI,空调,000527.SZ,美的电器(退市),19931112,,Y
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,000528.SZ,柳工,19931118,,Y
801120.SI,食品饮料,801124.SI,食品加工,851241.SI,肉制品,000529.SZ,广弘控股,20230512,,Y
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,000530.SZ,冰山冷热,19931208,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000531.SZ,穗恒运A,19940106,,Y
801790.SI,非银金融,801191.SI,多元金融,851927.SI,资产管理,000532.SZ,华金资本,20210730,,Y
801730.SI,电力设备,801738.SI,电网设备,857381.SI,输变电设备,000533.SZ,顺钠股份,19940103,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,000534.SZ,万泽股份,20200722,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,000535.SZ,*ST猴王(退市),19931130,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000536.SZ,华映科技,19931126,,Y
801160.SI,公用事业,801161.SI,电力,851617.SI,风力发电,000537.SZ,中绿电,20220826,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,000538.SZ,云南白药,19931215,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000539.SZ,粤电力A,19931126,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000540.SZ,*ST中天(退市),19931206,,Y
801110.SI,家用电器,801115.SI,照明设备Ⅱ,851151.SI,照明设备Ⅲ,000541.SZ,佛山照明,20210730,,Y
801770.SI,通信,801102.SI,通信设备,851026.SI,通信终端及配件,000542.SZ,TCL通讯(退市),19931201,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000543.SZ,皖能电力,19931220,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,000544.SZ,中原环保,19931208,,Y
801030.SI,基础化工,801033.SI,化学原料,850326.SI,钛白粉,000545.SZ,金浦钛业,20210730,,Y
801710.SI,建筑材料,801711.SI,水泥,857111.SI,水泥制造,000546.SZ,金圆股份,20150701,,Y
801740.SI,国防军工,801745.SI,军工电子Ⅱ,857451.SI,军工电子Ⅲ,000547.SZ,航天发展,20210730,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000548.SZ,湖南投资,20210730,,Y
801880.SI,汽车,801096.SI,商用车,850912.SI,商用载货车,000549.SZ,S湘火炬(退市),19931220,,Y
801880.SI,汽车,801096.SI,商用车,850912.SI,商用载货车,000550.SZ,江铃汽车,20210730,,Y
801970.SI,环保,801972.SI,环保设备Ⅱ,859721.SI,环保设备Ⅲ,000551.SZ,创元科技,20150701,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859511.SI,动力煤,000552.SZ,甘肃能化,19940106,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,000553.SZ,安道麦A,20210730,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859632.SI,油品石化贸易,000554.SZ,泰山石油,19931215,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,000555.SZ,神州信息,20210730,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000556.SZ,PT南洋(退市),19940525,,Y
801170.SI,交通运输,801179.SI,铁路公路,851771.SI,铁路运输,000557.SZ,西部创业,20210730,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000558.SZ,莱茵体育,19940509,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000559.SZ,万向钱潮,19940110,,Y
801180.SI,房地产,801183.SI,房地产服务,851832.SI,房产租赁经纪,000560.SZ,我爱我家,20210730,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,000561.SZ,烽火电子,19940509,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,000562.SZ,宏源证券(退市),19940202,,Y
801790.SI,非银金融,801191.SI,多元金融,851924.SI,信托,000563.SZ,陕国投A,19940110,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,000564.SZ,供销大集,19940110,,Y
801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,000565.SZ,渝三峡A,20110110,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000566.SZ,海南海药,19940525,,Y
801790.SI,非银金融,801191.SI,多元金融,851927.SI,资产管理,000567.SZ,海德股份,20180713,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,000568.SZ,泸州老窖,19940509,,Y
801040.SI,钢铁,801045.SI,特钢Ⅱ,850412.SI,特钢Ⅲ,000569.SZ,长城股份(退市),19940425,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000570.SZ,苏常柴A,19940701,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859511.SI,动力煤,000571.SZ,新大洲A,19940525,,Y
801880.SI,汽车,801095.SI,乘用车,850952.SI,综合乘用车,000572.SZ,海马汽车,20050901,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000573.SZ,粤宏远A,19940815,,Y
801740.SI,国防军工,801743.SI,地面兵装Ⅱ,857431.SI,地面兵装Ⅲ,000576.SZ,甘化科工,20200622,,Y
801030.SI,基础化工,801038.SI,农化制品,850336.SI,钾肥,000578.SZ,盐湖集团(退市),20090601,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000581.SZ,威孚高科,19980924,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,000582.SZ,北部湾港,19951102,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,000583.SZ,S*ST托普(退市),19951101,,Y
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,000584.SZ,*ST工智,20210730,,Y
801770.SI,通信,801102.SI,通信设备,851025.SI,通信线缆及配套,000586.SZ,汇源通信,20040701,,Y
801130.SI,纺织服饰,801133.SI,饰品,851331.SI,钟表珠宝,000587.SZ,*ST金洲(退市),19960425,,Y
801010.SI,农林牧渔,801015.SI,渔业,850122.SI,水产养殖,000588.SZ,PT粤金曼(退市),19960123,,Y
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,000589.SZ,贵州轮胎,19960308,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,000590.SZ,启迪药业,19960119,,Y
801160.SI,公用事业,801161.SI,电力,851616.SI,光伏发电,000591.SZ,太阳能,19960208,,Y
801010.SI,农林牧渔,801011.SI,林业Ⅱ,850131.SI,林业Ⅲ,000592.SZ,平潭发展,20091009,,Y
801160.SI,公用事业,801163.SI,燃气Ⅱ,851631.SI,燃气Ⅲ,000593.SZ,德龙汇能,20180619,,Y
801170.SI,交通运输,801179.SI,铁路公路,851771.SI,铁路运输,000594.SZ,国恒退(退市),19960320,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,000595.SZ,宝塔实业,19960419,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,000596.SZ,古井贡酒,19960927,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000597.SZ,东北制药,20190724,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,000598.SZ,兴蓉环境,19960529,,Y
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,000599.SZ,青岛双星,19960410,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000600.SZ,建投能源,20060907,,Y
801160.SI,公用事业,801161.SI,电力,851612.SI,水力发电,000601.SZ,韶能股份,20170526,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000602.SZ,金马集团(退市),20020830,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,000603.SZ,盛达资源,19960823,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,000605.SZ,渤海股份,19960801,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,000606.SZ,顺利退(退市),20210730,,Y
801760.SI,传媒,801765.SI,广告营销,857652.SI,广告媒体,000607.SZ,华媒控股,20180619,,Y
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,000608.SZ,阳光股份,20210730,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000609.SZ,*ST中迪,19961010,,Y
801210.SI,社会服务,801219.SI,酒店餐饮,852121.SI,酒店,000610.SZ,西安旅游,20210730,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859511.SI,动力煤,000611.SZ,天首退(退市),20210730,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,000612.SZ,焦作万方,19960926,,Y
801980.SI,美容护理,801983.SI,医疗美容,859832.SI,医美服务,000615.SZ,ST美谷,20210730,,Y
801790.SI,非银金融,801191.SI,多元金融,851927.SI,资产管理,000616.SZ,*ST海投(退市),20220729,,Y
801790.SI,非银金融,801191.SI,多元金融,851922.SI,金融控股,000617.SZ,中油资本,19961022,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,000618.SZ,吉林化工(退市),19961015,,Y
801710.SI,建筑材料,801713.SI,装修建材,850614.SI,其他建材,000619.SZ,海螺新材,19960919,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000620.SZ,新华联,20120109,,Y
801760.SI,传媒,801767.SI,数字媒体,857676.SI,其他数字媒体,000621.SZ,*ST比特(退市),19961105,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000622.SZ,*ST恒立,20130701,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,000623.SZ,吉林敖东,20220729,,Y
801880.SI,汽车,801095.SI,乘用车,850952.SI,综合乘用车,000625.SZ,长安汽车,19970610,,Y
801170.SI,交通运输,801178.SI,物流,851782.SI,原材料供应链服务,000626.SZ,远大控股,20210730,,Y
801790.SI,非银金融,801194.SI,保险Ⅱ,851941.SI,保险Ⅲ,000627.SZ,天茂集团,20170629,,Y
801720.SI,建筑装饰,801721.SI,房屋建设Ⅱ,850623.SI,房屋建设Ⅲ,000628.SZ,高新发展,20180713,,Y
801040.SI,钢铁,801043.SI,冶钢原料,850432.SI,冶钢辅料,000629.SZ,钒钛股份,19961115,,Y
801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,000630.SZ,铜陵有色,19961120,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000631.SZ,顺发恒业,19961122,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000632.SZ,三木集团,20070702,,Y
801050.SI,有色金属,801051.SI,金属新材料,850521.SI,其他金属新材料,000633.SZ,合金投资,20180619,,Y
801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,000635.SZ,英力特,20070702,,Y
801080.SI,电子,801083.SI,元件,850823.SI,被动元件,000636.SZ,风华高科,19961129,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859633.SI,其他石化,000637.SZ,茂化实华,19961114,,Y
801740.SI,国防军工,801745.SI,军工电子Ⅱ,857451.SI,军工电子Ⅲ,000638.SZ,万方发展,20240108,,Y
801010.SI,农林牧渔,801012.SI,农产品加工,850152.SI,粮油加工,000639.SZ,西王食品,20210730,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,000650.SZ,仁和药业,20070702,,Y
801110.SI,家用电器,801111.SI,白色家电,851112.SI,空调,000651.SZ,格力电器,19961118,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000652.SZ,泰达股份,20060901,,Y
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,000653.SZ,ST九州(退市),19961126,,Y
801040.SI,钢铁,801043.SI,冶钢原料,850431.SI,铁矿石,000655.SZ,金岭矿业,19961128,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000656.SZ,*ST金科,20070702,,Y
801050.SI,有色金属,801054.SI,小金属,850542.SI,钨,000657.SZ,中钨高新,19961205,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000658.SZ,ST海洋(退市),19961218,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851424.SI,塑料包装,000659.SZ,珠海中富,19961203,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,000661.SZ,长春高新,19961218,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,000662.SZ,天夏退(退市),20210730,,Y
